Time (s),Sensor Value (Newtons)
0.0,3.996680515527577e-15
0.05862689018249512,3.996680515527577e-15
0.11932063102722168,3.996680515527577e-15
0.1639096736907959,3.996680515527577e-15
0.2235395908355713,3.996680515527577e-15
0.2836642265319824,3.996680515527577e-15
0.3281097412109375,3.996680515527577e-15
0.3886744976043701,3.996680515527577e-15
0.44826197624206543,3.996680515527577e-15
0.4940040111541748,3.996680515527577e-15
0.554208517074585,3.996680515527577e-15
0.6140711307525635,3.996680515527577e-15
0.6592130661010742,3.996680515527577e-15
0.7187821865081787,3.996680515527577e-15
0.7790062427520752,3.996680515527577e-15
0.8239541053771973,3.996680515527577e-15
0.8842432498931885,3.996680515527577e-15
0.9436168670654297,3.996680515527577e-15
0.9886958599090576,3.996680515527577e-15
1.0491995811462402,3.996680515527577e-15
1.109246015548706,3.996680515527577e-15
1.169264554977417,3.996680515527577e-15
1.2734034061431885,3.996680515527577e-15
1.2744109630584717,3.996680515527577e-15
1.3336055278778076,3.996680515527577e-15
1.3938684463500977,3.996680515527577e-15
1.4541006088256836,3.996680515527577e-15
1.5137546062469482,3.996680515527577e-15
1.5737113952636719,3.996680515527577e-15
1.634592056274414,3.996680515527577e-15
1.6944997310638428,3.996680515527577e-15
1.753901720046997,3.996680515527577e-15
1.813704490661621,3.996680515527577e-15
1.8738043308258057,3.996680515527577e-15
1.9350483417510986,3.996680515527577e-15
1.9937760829925537,3.996680515527577e-15
1.9947929382324219,3.996680515527577e-15
2.0541000366210938,3.996680515527577e-15
2.114318370819092,3.996680515527577e-15
2.174267053604126,3.996680515527577e-15
2.233581781387329,3.996680515527577e-15
2.2938644886016846,3.996680515527577e-15
2.353808641433716,3.996680515527577e-15
2.413397789001465,3.996680515527577e-15
2.4738149642944336,3.996680515527577e-15
2.532924175262451,3.996680515527577e-15
2.5937392711639404,3.996680515527577e-15
2.6537909507751465,3.996680515527577e-15
2.6547930240631104,3.996680515527577e-15
2.71352219581604,3.996680515527577e-15
2.7736148834228516,3.996680515527577e-15
2.833475351333618,3.996680515527577e-15
2.8934574127197266,3.996680515527577e-15
2.953547477722168,3.996680515527577e-15
3.013597249984741,3.996680515527577e-15
